Show,Sentiment,Review
The Time Traveler's Wife,1,"Even if you don’t know the story of The Time Traveler’s Wife, it’s still a fun watch and one that is woven into Moffat’s other work. And who doesn’t want to see Theo James and Rose Leslie falling in love with each other out of order?"
The Time Traveler's Wife,1,"That defining notion of object impermanence is what renders Henry and Clare's journey through time — and the series as a whole — all the more riveting, making it easy for us to be swept up in the story even if it only lasts for a short while."
The Time Traveler's Wife,1,"Rose Leslie, though, is the beating heart of the series, tenderly conveying the romantic aches and emotional pains of a woman who must always wait for her partner to return, someday."
The Time Traveler's Wife,0,"Somewhere in here is a layered examination of the way people orient themselves around another that prods at how power fits into romantic relationships, but that story was too hard to tell/"
We Own This City,1,"Director Reinaldo Marcus Green... demonstrates his expertise in balancing action with multiple characters’ complexity including revealing reaction shots. As the catalyst Jenks, Jon Bernthal delivers a fierce and fiery performance."
We Own This City,1,"We Own This City is David Simon at his very best, and confirms him as a screenwriter of generational importance."
We Own This City,0,"We Own wanted to be a thundering state-of-the-nation address on race and policing, but forgot that it also had to be interesting."
We Own This City,1,"Simon is unafraid of giving a stark, honest overview of the genuine difficulties inherent in politicised policing, when every arrest takes place in the shadow of a smartphone."
We Own This City,1,"Simon, creator of The Wire, returns to Baltimore... to piece together the fragments of a broken city and turn them into an exquisite televisual mosaic."
We Own This City,1,"This is a dense, downbeat show that doesn’t make any concessions to the viewer. Sometimes it feels like a civics lesson... Try it if you feel strong enough."
We Own This City,1,We Own This City is packed with fantastic dialogue and excellent performances.
We Own This City,1,"More of an epilogue to The Wire than a spiritual sequel, David Simon’s return to Baltimore is another intelligently crafted, angry treatise on America’s fatally flawed institutions."
We Own This City,1,"This horrifying story will more than reward you, once you tune in to its beat."
We Own This City,1,"The subject matter is dramatically engaging, but the confines of a six-episode series do the show no favours."
We Own This City,1,"Highly, heavily recommended."
We Own This City,1,"The story of Jenkins, his colleague/accomplices, and the scandal surrounding them is a complex one, and is told here in detail... But they’re not just interested in facts – they want to convey the feeling of committing these crimes..."
We Own This City,1,"If the worst thing we could say about this show is that it's like another season of The Wire, that's not too bad."
We Own This City,1,"It simply has the power of good entertainment, abounding with ideas and charm, taking the audience to a place where’s there’s room for wit, horror and acknowledgment of pain."
We Own This City,0,"With its pressing social issues and weighty mystery, We Own This City desperately wants to be The Wire and True Detective, but lacks the narrative panache to match the unbelievable twists and turns of the headlines the story is ripped from."
We Own This City,1,"What distinguishes the show from The Wire is its grounding in a contemporary law-enforcement milieu that is reacting, in ways both constructive and destructive, to the Black Lives Matter movement."
We Own This City,1,"Not a light watch, We Own This City is show that demands your attention, King Richard director Reinaldo Marcus Green doing a great job of corralling the sometimes sprawling story into compelling, riveting viewing."
We Own This City,1,"While it doesnt grab and command the way ""The Wire"" did week after week, this similar-themed series from David Simon is nonetheless well-worth bookmarking."
We Own This City,1,"Sparked by a jittery live-wire performance from Jon Bernthal and anchored by incredibly smart dialogue, We Own This City is a stand-out mini-series in one of the most crowded periods of 'Prestige Drama' in years."
We Own This City,1,"Here [Jon Bernthal] spreads a pair of monstrous wings, completely claiming the screen for himself. All the awards will surely be his."
We Own This City,1,"As watchably infuriating as We Own This City can be, it occasionally suffers from loyalty to its true story. Good police work happens interrogation by interrogation, which isn’t necessarily the pace of electric TV."
We Own This City,1,We Own This City sports an intriguing non-linear structure that initially seems haphazard but quickly reveals itself to be thematically compelling.
We Own This City,1,"The truth of it all is infuriating and illuminating. But there was a time when Simon and Pelicanos found electrifying ways to show it, instead of tell it."
We Own This City,1,You'll never watch another cop show the same way again.
We Own This City,1,"A vivid, richly detailed series, shot with gritty intimacy by director Reinaldo Marcus Green (King Richard) and worth watching for a host of reasons."
We Own This City,1,"It tells a necessary story about corruption within our most cherished and essential systems, and laments how long we allowed it to continue, and how many people we allowed it to hurt."
